"Town","FIPS","Year","Gender","Measure Type","Variable","Value"
"Ledyard","0901142600","2009-2013","Female","Percent","Margins of Error",54.79
"Ledyard","0901142600","2009-2013","Male","Number","Employed or Enrolled Youth",350
"Ledyard","0901142600","2009-2013","Male","Number","Margins of Error",167
"Ledyard","0901142600","2009-2013","Male","Percent","Employed or Enrolled Youth",93.58
"Ledyard","0901142600","2009-2013","Male","Percent","Margins of Error",62.45
"Ledyard","0901142600","2010-2014","Total","Number","Employed or Enrolled Youth",770
"Ledyard","0901142600","2010-2014","Total","Number","Margins of Error",223
"Ledyard","0901142600","2010-2014","Total","Percent","Employed or Enrolled Youth",94.36
"Ledyard","0901142600","2010-2014","Total","Percent","Margins of Error",37.69
"Ledyard","0901142600","2010-2014","Female","Number","Employed or Enrolled Youth",389
"Ledyard","0901142600","2010-2014","Female","Number","Margins of Error",145
"Ledyard","0901142600","2010-2014","Female","Percent","Employed or Enrolled Youth",94.42
"Ledyard","0901142600","2010-2014","Female","Percent","Margins of Error",48.63
"Ledyard","0901142600","2010-2014","Male","Number","Employed or Enrolled Youth",381
"Ledyard","0901142600","2010-2014","Male","Number","Margins of Error",170
"Ledyard","0901142600","2010-2014","Male","Percent","Employed or Enrolled Youth",94.31
"Ledyard","0901142600","2010-2014","Male","Percent","Margins of Error",59.37
"Ledyard","0901142600","2011-2015","Total","Number","Employed or Enrolled Youth",752
"Ledyard","0901142600","2011-2015","Total","Number","Margins of Error",209
"Ledyard","0901142600","2011-2015","Total","Percent","Employed or Enrolled Youth",93.65
"Ledyard","0901142600","2011-2015","Total","Percent","Margins of Error",33.67
"Ledyard","0901142600","2011-2015","Female","Number","Employed or Enrolled Youth",364
"Ledyard","0901142600","2011-2015","Female","Number","Margins of Error",127
"Ledyard","0901142600","2011-2015","Female","Percent","Employed or Enrolled Youth",92.15
"Ledyard","0901142600","2011-2015","Female","Percent","Margins of Error",43.22
"Ledyard","0901142600","2011-2015","Male","Number","Employed or Enrolled Youth",388
"Ledyard","0901142600","2011-2015","Male","Number","Margins of Error",166
"Ledyard","0901142600","2011-2015","Male","Percent","Employed or Enrolled Youth",95.1
"Ledyard","0901142600","2011-2015","Male","Percent","Margins of Error",55.87
"Ledyard","0901142600","2012-2016","Total","Number","Employed or Enrolled Youth",652
"Ledyard","0901142600","2012-2016","Total","Number","Margins of Error",182
"Ledyard","0901142600","2012-2016","Total","Percent","Employed or Enrolled Youth",92.48
"Ledyard","0901142600","2012-2016","Total","Percent","Margins of Error",34.87
"Ledyard","0901142600","2012-2016","Female","Number","Employed or Enrolled Youth",409
"Ledyard","0901142600","2012-2016","Female","Number","Margins of Error",147
"Ledyard","0901142600","2012-2016","Female","Percent","Employed or Enrolled Youth",91.91
"Ledyard","0901142600","2012-2016","Female","Percent","Margins of Error",44.76
"Ledyard","0901142600","2012-2016","Male","Number","Employed or Enrolled Youth",243
"Ledyard","0901142600","2012-2016","Male","Number","Margins of Error",107
"Ledyard","0901142600","2012-2016","Male","Percent","Employed or Enrolled Youth",93.46
"Ledyard","0901142600","2012-2016","Male","Percent","Margins of Error",50.91
"Ledyard","0901142600","2013-2017","Total","Number","Employed or Enrolled Youth",675
"Ledyard","0901142600","2013-2017","Total","Number","Margins of Error",195
"Ledyard","0901142600","2013-2017","Total","Percent","Employed or Enrolled Youth",90.36
"Ledyard","0901142600","2013-2017","Total","Percent","Margins of Error",34.62
"Ledyard","0901142600","2013-2017","Female","Number","Employed or Enrolled Youth",415
"Ledyard","0901142600","2013-2017","Female","Number","Margins of Error",160
"Ledyard","0901142600","2013-2017","Female","Percent","Employed or Enrolled Youth",88.3
"Ledyard","0901142600","2013-2017","Female","Percent","Margins of Error",44.43
"Ledyard","0901142600","2013-2017","Male","Number","Employed or Enrolled Youth",260
"Ledyard","0901142600","2013-2017","Male","Number","Margins of Error",111
"Ledyard","0901142600","2013-2017","Male","Percent","Employed or Enrolled Youth",93.86
"Ledyard","0901142600","2013-2017","Male","Percent","Margins of Error",54.63
"Ledyard","0901142600","2014-2018","Total","Number","Employed or Enrolled Youth",568
"Ledyard","0901142600","2014-2018","Total","Number","Margins of Error",185
"Ledyard","0901142600","2014-2018","Total","Percent","Employed or Enrolled Youth",91.03
"Ledyard","0901142600","2014-2018","Total","Percent","Margins of Error",38.33
"Ledyard","0901142600","2014-2018","Female","Number","Employed or Enrolled Youth",286
"Ledyard","0901142600","2014-2018","Female","Number","Margins of Error",132
"Ledyard","0901142600","2014-2018","Female","Percent","Employed or Enrolled Youth",85.37
"Ledyard","0901142600","2014-2018","Female","Percent","Margins of Error",48.46
"Ledyard","0901142600","2014-2018","Male","Number","Employed or Enrolled Youth",282
"Ledyard","0901142600","2014-2018","Male","Number","Margins of Error",130
"Ledyard","0901142600","2014-2018","Male","Percent","Employed or Enrolled Youth",97.58
"Ledyard","0901142600","2014-2018","Male","Percent","Margins of Error",61.55
"Lisbon","0901143230","2006-2010","Total","Number","Employed or Enrolled Youth",284
"Lisbon","0901143230","2006-2010","Total","Number","Margins of Error",237
"Lisbon","0901143230","2006-2010","Total","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2006-2010","Total","Percent","Margins of Error",89.23
"Lisbon","0901143230","2006-2010","Female","Number","Employed or Enrolled Youth",162
"Lisbon","0901143230","2006-2010","Female","Number","Margins of Error",191
"Lisbon","0901143230","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2006-2010","Female","Percent","Margins of Error",127.15
"Lisbon","0901143230","2006-2010","Male","Number","Employed or Enrolled Youth",122
"Lisbon","0901143230","2006-2010","Male","Number","Margins of Error",140
"Lisbon","0901143230","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2006-2010","Male","Percent","Margins of Error",126.86
"Lisbon","0901143230","2007-2011","Total","Number","Employed or Enrolled Youth",283
"Lisbon","0901143230","2007-2011","Total","Number","Margins of Error",164
"Lisbon","0901143230","2007-2011","Total","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2007-2011","Total","Percent","Margins of Error",65.57
"Lisbon","0901143230","2007-2011","Female","Number","Employed or Enrolled Youth",159
"Lisbon","0901143230","2007-2011","Female","Number","Margins of Error",120
"Lisbon","0901143230","2007-2011","Female","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2007-2011","Female","Percent","Margins of Error",88.81
"Lisbon","0901143230","2007-2011","Male","Number","Employed or Enrolled Youth",124
"Lisbon","0901143230","2007-2011","Male","Number","Margins of Error",112
"Lisbon","0901143230","2007-2011","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2007-2011","Male","Percent","Margins of Error",104.44
"Lisbon","0901143230","2008-2012","Total","Number","Employed or Enrolled Youth",231
"Lisbon","0901143230","2008-2012","Total","Number","Margins of Error",96
"Lisbon","0901143230","2008-2012","Total","Percent","Employed or Enrolled Youth",94.67
"Lisbon","0901143230","2008-2012","Total","Percent","Margins of Error",51.97
"Lisbon","0901143230","2008-2012","Female","Number","Employed or Enrolled Youth",156
"Lisbon","0901143230","2008-2012","Female","Number","Margins of Error",83
"Lisbon","0901143230","2008-2012","Female","Percent","Employed or Enrolled Youth",92.31
"Lisbon","0901143230","2008-2012","Female","Percent","Margins of Error",64.7
"Lisbon","0901143230","2008-2012","Male","Number","Employed or Enrolled Youth",75
"Lisbon","0901143230","2008-2012","Male","Number","Margins of Error",49
"Lisbon","0901143230","2008-2012","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2008-2012","Male","Percent","Margins of Error",92.33
"Lisbon","0901143230","2009-2013","Total","Number","Employed or Enrolled Youth",298
"Lisbon","0901143230","2009-2013","Total","Number","Margins of Error",103
"Lisbon","0901143230","2009-2013","Total","Percent","Employed or Enrolled Youth",96.13
"Lisbon","0901143230","2009-2013","Total","Percent","Margins of Error",45.95
"Lisbon","0901143230","2009-2013","Female","Number","Employed or Enrolled Youth",180
"Lisbon","0901143230","2009-2013","Female","Number","Margins of Error",85
"Lisbon","0901143230","2009-2013","Female","Percent","Employed or Enrolled Youth",93.75
"Lisbon","0901143230","2009-2013","Female","Percent","Margins of Error",59.56
"Lisbon","0901143230","2009-2013","Male","Number","Employed or Enrolled Youth",118
"Lisbon","0901143230","2009-2013","Male","Number","Margins of Error",59
"Lisbon","0901143230","2009-2013","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2009-2013","Male","Percent","Margins of Error",70.24
"Lisbon","0901143230","2010-2014","Total","Number","Employed or Enrolled Youth",267
"Lisbon","0901143230","2010-2014","Total","Number","Margins of Error",96
"Lisbon","0901143230","2010-2014","Total","Percent","Employed or Enrolled Youth",93.36
"Lisbon","0901143230","2010-2014","Total","Percent","Margins of Error",46.28
"Lisbon","0901143230","2010-2014","Female","Number","Employed or Enrolled Youth",137
"Lisbon","0901143230","2010-2014","Female","Number","Margins of Error",73
"Lisbon","0901143230","2010-2014","Female","Percent","Employed or Enrolled Youth",87.82
"Lisbon","0901143230","2010-2014","Female","Percent","Margins of Error",61.62
"Lisbon","0901143230","2010-2014","Male","Number","Employed or Enrolled Youth",130
"Lisbon","0901143230","2010-2014","Male","Number","Margins of Error",62
"Lisbon","0901143230","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2010-2014","Male","Percent","Margins of Error",64.56
"Lisbon","0901143230","2011-2015","Total","Number","Employed or Enrolled Youth",269
"Lisbon","0901143230","2011-2015","Total","Number","Margins of Error",92
"Lisbon","0901143230","2011-2015","Total","Percent","Employed or Enrolled Youth",92.76
"Lisbon","0901143230","2011-2015","Total","Percent","Margins of Error",43.1
"Lisbon","0901143230","2011-2015","Female","Number","Employed or Enrolled Youth",153
"Lisbon","0901143230","2011-2015","Female","Number","Margins of Error",72
"Lisbon","0901143230","2011-2015","Female","Percent","Employed or Enrolled Youth",87.93
"Lisbon","0901143230","2011-2015","Female","Percent","Margins of Error",51.48
"Lisbon","0901143230","2011-2015","Male","Number","Employed or Enrolled Youth",116
"Lisbon","0901143230","2011-2015","Male","Number","Margins of Error",58
"Lisbon","0901143230","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2011-2015","Male","Percent","Margins of Error",69.44
"Lisbon","0901143230","2012-2016","Total","Number","Employed or Enrolled Youth",281
"Lisbon","0901143230","2012-2016","Total","Number","Margins of Error",100
"Lisbon","0901143230","2012-2016","Total","Percent","Employed or Enrolled Youth",93.05
"Lisbon","0901143230","2012-2016","Total","Percent","Margins of Error",44.67
"Lisbon","0901143230","2012-2016","Female","Number","Employed or Enrolled Youth",163
"Lisbon","0901143230","2012-2016","Female","Number","Margins of Error",79
"Lisbon","0901143230","2012-2016","Female","Percent","Employed or Enrolled Youth",88.59
"Lisbon","0901143230","2012-2016","Female","Percent","Margins of Error",57.6
"Lisbon","0901143230","2012-2016","Male","Number","Employed or Enrolled Youth",118
"Lisbon","0901143230","2012-2016","Male","Number","Margins of Error",62
"Lisbon","0901143230","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2012-2016","Male","Percent","Margins of Error",73.12
"Lisbon","0901143230","2013-2017","Total","Number","Employed or Enrolled Youth",287
"Lisbon","0901143230","2013-2017","Total","Number","Margins of Error",106
"Lisbon","0901143230","2013-2017","Total","Percent","Employed or Enrolled Youth",95.67
"Lisbon","0901143230","2013-2017","Total","Percent","Margins of Error",51.12
"Lisbon","0901143230","2013-2017","Female","Number","Employed or Enrolled Youth",149
"Lisbon","0901143230","2013-2017","Female","Number","Margins of Error",83
"Lisbon","0901143230","2013-2017","Female","Percent","Employed or Enrolled Youth",91.98
"Lisbon","0901143230","2013-2017","Female","Percent","Margins of Error",69.59
"Lisbon","0901143230","2013-2017","Male","Number","Employed or Enrolled Youth",138
"Lisbon","0901143230","2013-2017","Male","Number","Margins of Error",66
"Lisbon","0901143230","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2013-2017","Male","Percent","Margins of Error",67.52
"Lisbon","0901143230","2014-2018","Total","Number","Employed or Enrolled Youth",262
"Lisbon","0901143230","2014-2018","Total","Number","Margins of Error",89
"Lisbon","0901143230","2014-2018","Total","Percent","Employed or Enrolled Youth",96.32
"Lisbon","0901143230","2014-2018","Total","Percent","Margins of Error",47.97
"Lisbon","0901143230","2014-2018","Female","Number","Employed or Enrolled Youth",120
"Lisbon","0901143230","2014-2018","Female","Number","Margins of Error",64
"Lisbon","0901143230","2014-2018","Female","Percent","Employed or Enrolled Youth",92.31
"Lisbon","0901143230","2014-2018","Female","Percent","Margins of Error",69.56
"Lisbon","0901143230","2014-2018","Male","Number","Employed or Enrolled Youth",142
"Lisbon","0901143230","2014-2018","Male","Number","Margins of Error",62
"Lisbon","0901143230","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Lisbon","0901143230","2014-2018","Male","Percent","Margins of Error",59.16
"Litchfield","0900543370","2006-2010","Total","Number","Employed or Enrolled Youth",473
"Litchfield","0900543370","2006-2010","Total","Number","Margins of Error",231
"Litchfield","0900543370","2006-2010","Total","Percent","Employed or Enrolled Youth",100
"Litchfield","0900543370","2006-2010","Total","Percent","Margins of Error",58.35
"Litchfield","0900543370","2006-2010","Female","Number","Employed or Enrolled Youth",204
"Litchfield","0900543370","2006-2010","Female","Number","Margins of Error",141
"Litchfield","0900543370","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Litchfield","0900543370","2006-2010","Female","Percent","Margins of Error",76.67
"Litchfield","0900543370","2006-2010","Male","Number","Employed or Enrolled Youth",269
"Litchfield","0900543370","2006-2010","Male","Number","Margins of Error",183
"Litchfield","0900543370","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Litchfield","0900543370","2006-2010","Male","Percent","Margins of Error",85.14
"Litchfield","0900543370","2007-2011","Total","Number","Employed or Enrolled Youth",500
"Litchfield","0900543370","2007-2011","Total","Number","Margins of Error",202
"Litchfield","0900543370","2007-2011","Total","Percent","Employed or Enrolled Youth",89.93
"Litchfield","0900543370","2007-2011","Total","Percent","Margins of Error",44.11
"Litchfield","0900543370","2007-2011","Female","Number","Employed or Enrolled Youth",187
"Litchfield","0900543370","2007-2011","Female","Number","Margins of Error",107
"Litchfield","0900543370","2007-2011","Female","Percent","Employed or Enrolled Youth",100
"Litchfield","0900543370","2007-2011","Female","Percent","Margins of Error",64.24
"Litchfield","0900543370","2007-2011","Male","Number","Employed or Enrolled Youth",313
"Litchfield","0900543370","2007-2011","Male","Number","Margins of Error",171
"Litchfield","0900543370","2007-2011","Male","Percent","Employed or Enrolled Youth",84.82
"Litchfield","0900543370","2007-2011","Male","Percent","Margins of Error",57.95
"Litchfield","0900543370","2008-2012","Total","Number","Employed or Enrolled Youth",462
"Litchfield","0900543370","2008-2012","Total","Number","Margins of Error",144
"Litchfield","0900543370","2008-2012","Total","Percent","Employed or Enrolled Youth",84.15
"Litchfield","0900543370","2008-2012","Total","Percent","Margins of Error",36.46
"Litchfield","0900543370","2008-2012","Female","Number","Employed or Enrolled Youth",197
"Litchfield","0900543370","2008-2012","Female","Number","Margins of Error",62
"Litchfield","0900543370","2008-2012","Female","Percent","Employed or Enrolled Youth",100
"Litchfield","0900543370","2008-2012","Female","Percent","Margins of Error",43.65
"Litchfield","0900543370","2008-2012","Male","Number","Employed or Enrolled Youth",265
"Litchfield","0900543370","2008-2012","Male","Number","Margins of Error",130
"Litchfield","0900543370","2008-2012","Male","Percent","Employed or Enrolled Youth",75.28
"Litchfield","0900543370","2008-2012","Male","Percent","Margins of Error",49.99
"Litchfield","0900543370","2009-2013","Total","Number","Employed or Enrolled Youth",420
"Litchfield","0900543370","2009-2013","Total","Number","Margins of Error",97
"Litchfield","0900543370","2009-2013","Total","Percent","Employed or Enrolled Youth",92.31
"Litchfield","0900543370","2009-2013","Total","Percent","Margins of Error",28.92
"Litchfield","0900543370","2009-2013","Female","Number","Employed or Enrolled Youth",196
"Litchfield","0900543370","2009-2013","Female","Number","Margins of Error",65
"Litchfield","0900543370","2009-2013","Female","Percent","Employed or Enrolled Youth",98.49
"Litchfield","0900543370","2009-2013","Female","Percent","Margins of Error",45.08
"Litchfield","0900543370","2009-2013","Male","Number","Employed or Enrolled Youth",224
"Litchfield","0900543370","2009-2013","Male","Number","Margins of Error",73
"Litchfield","0900543370","2009-2013","Male","Percent","Employed or Enrolled Youth",87.5
"Litchfield","0900543370","2009-2013","Male","Percent","Margins of Error",38.46
"Litchfield","0900543370","2010-2014","Total","Number","Employed or Enrolled Youth",347
"Litchfield","0900543370","2010-2014","Total","Number","Margins of Error",103
"Litchfield","0900543370","2010-2014","Total","Percent","Employed or Enrolled Youth",91.08
"Litchfield","0900543370","2010-2014","Total","Percent","Margins of Error",35.25
"Litchfield","0900543370","2010-2014","Female","Number","Employed or Enrolled Youth",167
"Litchfield","0900543370","2010-2014","Female","Number","Margins of Error",66
"Litchfield","0900543370","2010-2014","Female","Percent","Employed or Enrolled Youth",98.24
"Litchfield","0900543370","2010-2014","Female","Percent","Margins of Error",53.51
"Litchfield","0900543370","2010-2014","Male","Number","Employed or Enrolled Youth",180
"Litchfield","0900543370","2010-2014","Male","Number","Margins of Error",79
"Litchfield","0900543370","2010-2014","Male","Percent","Employed or Enrolled Youth",85.31
"Litchfield","0900543370","2010-2014","Male","Percent","Margins of Error",50.53
"Litchfield","0900543370","2011-2015","Total","Number","Employed or Enrolled Youth",377
"Litchfield","0900543370","2011-2015","Total","Number","Margins of Error",102
"Litchfield","0900543370","2011-2015","Total","Percent","Employed or Enrolled Youth",89.55
"Litchfield","0900543370","2011-2015","Total","Percent","Margins of Error",31.47
"Litchfield","0900543370","2011-2015","Female","Number","Employed or Enrolled Youth",150
"Litchfield","0900543370","2011-2015","Female","Number","Margins of Error",61
"Litchfield","0900543370","2011-2015","Female","Percent","Employed or Enrolled Youth",93.75
"Litchfield","0900543370","2011-2015","Female","Percent","Margins of Error",50.66
"Litchfield","0900543370","2011-2015","Male","Number","Employed or Enrolled Youth",227
"Litchfield","0900543370","2011-2015","Male","Number","Margins of Error",82
"Litchfield","0900543370","2011-2015","Male","Percent","Employed or Enrolled Youth",86.97
"Litchfield","0900543370","2011-2015","Male","Percent","Margins of Error",41.91
"Litchfield","0900543370","2012-2016","Total","Number","Employed or Enrolled Youth",477
"Litchfield","0900543370","2012-2016","Total","Number","Margins of Error",137
"Litchfield","0900543370","2012-2016","Total","Percent","Employed or Enrolled Youth",94.83
"Litchfield","0900543370","2012-2016","Total","Percent","Margins of Error",37.45
"Litchfield","0900543370","2012-2016","Female","Number","Employed or Enrolled Youth",203
"Litchfield","0900543370","2012-2016","Female","Number","Margins of Error",83
"Litchfield","0900543370","2012-2016","Female","Percent","Employed or Enrolled Youth",93.98
"Litchfield","0900543370","2012-2016","Female","Percent","Margins of Error",52
"Litchfield","0900543370","2012-2016","Male","Number","Employed or Enrolled Youth",274
"Litchfield","0900543370","2012-2016","Male","Number","Margins of Error",110
"Litchfield","0900543370","2012-2016","Male","Percent","Employed or Enrolled Youth",95.47
"Litchfield","0900543370","2012-2016","Male","Percent","Margins of Error",51.55
"Litchfield","0900543370","2013-2017","Total","Number","Employed or Enrolled Youth",407
"Litchfield","0900543370","2013-2017","Total","Number","Margins of Error",141
"Litchfield","0900543370","2013-2017","Total","Percent","Employed or Enrolled Youth",95.32
"Litchfield","0900543370","2013-2017","Total","Percent","Margins of Error",48.33
"Litchfield","0900543370","2013-2017","Female","Number","Employed or Enrolled Youth",156
"Litchfield","0900543370","2013-2017","Female","Number","Margins of Error",86
"Litchfield","0900543370","2013-2017","Female","Percent","Employed or Enrolled Youth",92.31
"Litchfield","0900543370","2013-2017","Female","Percent","Margins of Error",69.06
"Litchfield","0900543370","2013-2017","Male","Number","Employed or Enrolled Youth",251
"Litchfield","0900543370","2013-2017","Male","Number","Margins of Error",112
"Litchfield","0900543370","2013-2017","Male","Percent","Employed or Enrolled Youth",97.29
"Litchfield","0900543370","2013-2017","Male","Percent","Margins of Error",60.43
"Litchfield","0900543370","2014-2018","Total","Number","Employed or Enrolled Youth",341
"Litchfield","0900543370","2014-2018","Total","Number","Margins of Error",120
"Litchfield","0900543370","2014-2018","Total","Percent","Employed or Enrolled Youth",95.25
"Litchfield","0900543370","2014-2018","Total","Percent","Margins of Error",45.31
"Litchfield","0900543370","2014-2018","Female","Number","Employed or Enrolled Youth",126
"Litchfield","0900543370","2014-2018","Female","Number","Margins of Error",65
"Litchfield","0900543370","2014-2018","Female","Percent","Employed or Enrolled Youth",93.33
"Litchfield","0900543370","2014-2018","Female","Percent","Margins of Error",63.8
"Litchfield","0900543370","2014-2018","Male","Number","Employed or Enrolled Youth",215
"Litchfield","0900543370","2014-2018","Male","Number","Margins of Error",102
"Litchfield","0900543370","2014-2018","Male","Percent","Employed or Enrolled Youth",96.41
"Litchfield","0900543370","2014-2018","Male","Percent","Margins of Error",64.04
"Lyme","0901144210","2006-2010","Total","Number","Employed or Enrolled Youth",62
"Lyme","0901144210","2006-2010","Total","Number","Margins of Error",215
"Lyme","0901144210","2006-2010","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2006-2010","Total","Percent","Margins of Error",350.07
"Lyme","0901144210","2006-2010","Female","Number","Employed or Enrolled Youth",28
"Lyme","0901144210","2006-2010","Female","Number","Margins of Error",125
"Lyme","0901144210","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2006-2010","Female","Percent","Margins of Error",452.47
"Lyme","0901144210","2006-2010","Male","Number","Employed or Enrolled Youth",34
"Lyme","0901144210","2006-2010","Male","Number","Margins of Error",175
"Lyme","0901144210","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2006-2010","Male","Percent","Margins of Error",518.33
"Lyme","0901144210","2007-2011","Total","Number","Employed or Enrolled Youth",62
"Lyme","0901144210","2007-2011","Total","Number","Margins of Error",163
"Lyme","0901144210","2007-2011","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2007-2011","Total","Percent","Margins of Error",266.98
"Lyme","0901144210","2007-2011","Female","Number","Employed or Enrolled Youth",30
"Lyme","0901144210","2007-2011","Female","Number","Margins of Error",95
"Lyme","0901144210","2007-2011","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2007-2011","Female","Percent","Margins of Error",323.69
"Lyme","0901144210","2007-2011","Male","Number","Employed or Enrolled Youth",32
"Lyme","0901144210","2007-2011","Male","Number","Margins of Error",132
"Lyme","0901144210","2007-2011","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2007-2011","Male","Percent","Margins of Error",421.33
"Lyme","0901144210","2008-2012","Total","Number","Employed or Enrolled Youth",55
"Lyme","0901144210","2008-2012","Total","Number","Margins of Error",32
"Lyme","0901144210","2008-2012","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2008-2012","Total","Percent","Margins of Error",73.25
"Lyme","0901144210","2008-2012","Female","Number","Employed or Enrolled Youth",26
"Lyme","0901144210","2008-2012","Female","Number","Margins of Error",24
"Lyme","0901144210","2008-2012","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2008-2012","Female","Percent","Margins of Error",118.8
"Lyme","0901144210","2008-2012","Male","Number","Employed or Enrolled Youth",29
"Lyme","0901144210","2008-2012","Male","Number","Margins of Error",22
"Lyme","0901144210","2008-2012","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2008-2012","Male","Percent","Margins of Error",98.56
"Lyme","0901144210","2009-2013","Total","Number","Employed or Enrolled Youth",65
"Lyme","0901144210","2009-2013","Total","Number","Margins of Error",36
"Lyme","0901144210","2009-2013","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2009-2013","Total","Percent","Margins of Error",70.52
"Lyme","0901144210","2009-2013","Female","Number","Employed or Enrolled Youth",28
"Lyme","0901144210","2009-2013","Female","Number","Margins of Error",24
"Lyme","0901144210","2009-2013","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2009-2013","Female","Percent","Margins of Error",111.12
"Lyme","0901144210","2009-2013","Male","Number","Employed or Enrolled Youth",37
"Lyme","0901144210","2009-2013","Male","Number","Margins of Error",27
"Lyme","0901144210","2009-2013","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2009-2013","Male","Percent","Margins of Error",100.18
"Lyme","0901144210","2010-2014","Total","Number","Employed or Enrolled Youth",55
"Lyme","0901144210","2010-2014","Total","Number","Margins of Error",36
"Lyme","0901144210","2010-2014","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2010-2014","Total","Percent","Margins of Error",77.05
"Lyme","0901144210","2010-2014","Female","Number","Employed or Enrolled Youth",15
"Lyme","0901144210","2010-2014","Female","Number","Margins of Error",23
"Lyme","0901144210","2010-2014","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2010-2014","Female","Percent","Margins of Error",181.11
"Lyme","0901144210","2010-2014","Male","Number","Employed or Enrolled Youth",40
"Lyme","0901144210","2010-2014","Male","Number","Margins of Error",27
"Lyme","0901144210","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2010-2014","Male","Percent","Margins of Error",92.84
"Lyme","0901144210","2011-2015","Total","Number","Employed or Enrolled Youth",29
"Lyme","0901144210","2011-2015","Total","Number","Margins of Error",27
"Lyme","0901144210","2011-2015","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2011-2015","Total","Percent","Margins of Error",110.61
"Lyme","0901144210","2011-2015","Female","Number","Employed or Enrolled Youth",9
"Lyme","0901144210","2011-2015","Female","Number","Margins of Error",20
"Lyme","0901144210","2011-2015","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2011-2015","Female","Percent","Margins of Error",245.45
"Lyme","0901144210","2011-2015","Male","Number","Employed or Enrolled Youth",20
"Lyme","0901144210","2011-2015","Male","Number","Margins of Error",19
"Lyme","0901144210","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2011-2015","Male","Percent","Margins of Error",120.1
"Lyme","0901144210","2012-2016","Total","Number","Employed or Enrolled Youth",64
"Lyme","0901144210","2012-2016","Total","Number","Margins of Error",32
"Lyme","0901144210","2012-2016","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2012-2016","Total","Percent","Margins of Error",61.34
"Lyme","0901144210","2012-2016","Female","Number","Employed or Enrolled Youth",15
"Lyme","0901144210","2012-2016","Female","Number","Margins of Error",21
"Lyme","0901144210","2012-2016","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2012-2016","Female","Percent","Margins of Error",160
"Lyme","0901144210","2012-2016","Male","Number","Employed or Enrolled Youth",49
"Lyme","0901144210","2012-2016","Male","Number","Margins of Error",24
"Lyme","0901144210","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2012-2016","Male","Percent","Margins of Error",65.21
"Lyme","0901144210","2013-2017","Total","Number","Employed or Enrolled Youth",66
"Lyme","0901144210","2013-2017","Total","Number","Margins of Error",34
"Lyme","0901144210","2013-2017","Total","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2013-2017","Total","Percent","Margins of Error",59.96
"Lyme","0901144210","2013-2017","Female","Number","Employed or Enrolled Youth",20
"Lyme","0901144210","2013-2017","Female","Number","Margins of Error",23
"Lyme","0901144210","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2013-2017","Female","Percent","Margins of Error",135.83
"Lyme","0901144210","2013-2017","Male","Number","Employed or Enrolled Youth",46
"Lyme","0901144210","2013-2017","Male","Number","Margins of Error",25
"Lyme","0901144210","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Lyme","0901144210","2013-2017","Male","Percent","Margins of Error",66.51
